Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,avg_wage
10314,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,39184,68561,1882436933,48040.95889
1032,STANDARD,GOSHEN,MA,PRIMARY,42.43,-72.8,NA-US-MA-GOSHEN,FALSE,294,489,9279030,31561.32653
1033,STANDARD,GRANBY,MA,PRIMARY,42.26,-72.52,NA-US-MA-GRANBY,FALSE,3186,5647,139182791,43685.74733
1034,STANDARD,GRANVILLE,MA,PRIMARY,42.06,-72.86,NA-US-MA-GRANVILLE,FALSE,985,1787,45589776,46284.03655
1035,STANDARD,HADLEY,MA,PRIMARY,42.35,-72.58,NA-US-MA-HADLEY,FALSE,2617,4327,97134728,37116.82384
1036,STANDARD,HAMPDEN,MA,PRIMARY,42.06,-72.41,NA-US-MA-HAMPDEN,FALSE,2613,4700,129484906,49554.11634
1037,PO BOX,HARDWICK,MA,PRIMARY,42.35,-72.2,NA-US-MA-HARDWICK,FALSE,388,714,17327614,44658.79897
1038,STANDARD,HATFIELD,MA,PRIMARY,42.37,-72.6,NA-US-MA-HATFIELD,FALSE,1300,2161,53672742,41286.72462
1039,STANDARD,HAYDENVILLE,MA,PRIMARY,42.39,-72.7,NA-US-MA-HAYDENVILLE,FALSE,747,1228,31238572,41818.70415
1040,STANDARD,HOLYOKE,MA,PRIMARY,42.21,-72.64,NA-US-MA-HOLYOKE,FALSE,16192,26316,485125311,29960.80231
1041,PO BOX,HOLYOKE,MA,PRIMARY,42.21,-72.64,NA-US-MA-HOLYOKE,FALSE,606,997,14650215,24175.27228
10451,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,19434,31477,471446942,24258.87321
10452,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,33517,56277,723508523,21586.31509
10453,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,34152,57691,699611756,20485.2353
10454,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,13139,22387,273119576,20786.93782
10455,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,14914,25139,325274189,21809.98988
10456,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,34793,58750,732907466,21064.79654
10457,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,29023,48779,614273091,21165.04465
10458,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,29920,50085,693447254,23176.71303
10459,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,17977,30434,414021653,23030.63097
10460,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,23466,39507,531807385,22662.89035
10461,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,21862,35421,839765651,38412.11467
10462,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,35620,57854,1197519842,33619.31056
10463,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,31592,50313,1284853119,40670.20508
10464,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,2131,3381,108256016,50800.57062
10465,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,18686,30798,817052868,43725.40233
10466,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,29153,47658,924776075,31721.47206
10467,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,39540,64907,1114305720,28181.73293
10468,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,34706,55824,840612915,24220.96799
10469,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,28964,47625,1017556583,35131.76989
10470,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,7000,10880,260963512,37280.50171
10471,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,9876,15606,623827705,63166.02926
10472,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,26025,43761,630416228,24223.48619
10473,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,26122,42812,817850845,31308.89078
10474,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,4369,7377,97578251,22334.23003
10475,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,21124,31659,740068715,35034.49702
10499,UNIQUE,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,,,,#DIV/0!
1050,STANDARD,HUNTINGTON,MA,PRIMARY,42.23,-72.88,NA-US-MA-HUNTINGTON,FALSE,1317,2282,51952670,39447.73728
10501,STANDARD,AMAWALK,NY,PRIMARY,41.29,-73.76,NA-US-NY-AMAWALK,FALSE,633,1186,54648718,86332.88784
10502,STANDARD,ARDSLEY,NY,PRIMARY,41.01,-73.84,NA-US-NY-ARDSLEY,FALSE,2887,5344,246727865,85461.67821
10503,PO BOX,ARDSLEY ON HUDSON,NY,PRIMARY,41.02,-73.87,NA-US-NY-ARDSLEY ON HUDSON,FALSE,,,,#DIV/0!
10504,STANDARD,ARMONK,NY,PRIMARY,41.13,-73.71,NA-US-NY-ARMONK,FALSE,5721,10689,1241977163,217090.9217
10505,STANDARD,BALDWIN PLACE,NY,PRIMARY,41.32,-73.74,NA-US-NY-BALDWIN PLACE,FALSE,563,1113,45340262,80533.32504
10506,STANDARD,BEDFORD,NY,PRIMARY,41.19,-73.64,NA-US-NY-BEDFORD,FALSE,2934,5515,589716522,200994.0429
10507,STANDARD,BEDFORD HILLS,NY,PRIMARY,41.22,-73.69,NA-US-NY-BEDFORD HILLS,FALSE,2596,4470,251557833,96902.09284
10509,STANDARD,BREWSTER,NY,PRIMARY,41.39,-73.61,NA-US-NY-BREWSTER,FALSE,9489,16797,570505824,60122.86058
10510,STANDARD,BRIARCLIFF MANOR,NY,PRIMARY,41.13,-73.84,NA-US-NY-BRIARCLIFF MANOR,FALSE,5216,9491,709137635,135954.3012
10511,STANDARD,BUCHANAN,NY,PRIMARY,41.26,-73.94,NA-US-NY-BUCHANAN,FALSE,1106,1934,60067864,54310.90778
10512,STANDARD,CARMEL,NY,PRIMARY,41.41,-73.68,NA-US-NY-CARMEL,FALSE,12149,21610,714550908,58815.61511
10514,STANDARD,CHAPPAQUA,NY,PRIMARY,41.17,-73.77,NA-US-NY-CHAPPAQUA,FALSE,5846,11356,1191273357,203775.8052
10516,STANDARD,COLD SPRING,NY,PRIMARY,41.41,-73.95,NA-US-NY-COLD SPRING,FALSE,2580,4515,179523586,69582.78527
10517,PO BOX,CROMPOND,NY,PRIMARY,41.26,-73.89,NA-US-NY-CROMPOND,FALSE,454,809,25296212,55718.52863
10518,STANDARD,CROSS RIVER,NY,PRIMARY,41.26,-73.59,NA-US-NY-CROSS RIVER,FALSE,742,1336,78332850,105569.8787
10519,PO BOX,CROTON FALLS,NY,PRIMARY,41.3,-73.71,NA-US-NY-CROTON FALLS,FALSE,346,571,18013268,52061.46821
10520,STANDARD,CROTON ON HUDSON,NY,PRIMARY,41.22,-73.89,NA-US-NY-CROTON ON HUDSON,FALSE,6109,10857,524242389,85814.7633
10521,PO BOX,CROTON ON HUDSON,NY,PRIMARY,41.22,-73.89,NA-US-NY-CROTON ON HUDSON,FALSE,,,,#DIV/0!
10522,STANDARD,DOBBS FERRY,NY,PRIMARY,41.01,-73.86,NA-US-NY-DOBBS FERRY,FALSE,5121,8950,443731710,86649.42589
10523,STANDARD,ELMSFORD,NY,PRIMARY,41.05,-73.81,NA-US-NY-ELMSFORD,FALSE,4022,6748,204563031,50861.02213
10524,STANDARD,GARRISON,NY,PRIMARY,41.37,-73.92,NA-US-NY-GARRISON,FALSE,2076,3723,159699797,76926.68449
10526,STANDARD,GOLDENS BRIDGE,NY,PRIMARY,41.29,-73.64,NA-US-NY-GOLDENS BRIDGE,FALSE,1050,1845,95177893,90645.61238
10527,STANDARD,GRANITE SPRINGS,NY,PRIMARY,41.3,-73.75,NA-US-NY-GRANITE SPRINGS,FALSE,473,901,48392560,102309.852
10528,STANDARD,HARRISON,NY,PRIMARY,41.02,-73.72,NA-US-NY-HARRISON,FALSE,5812,10036,666047281,114598.6375
1053,STANDARD,LEEDS,MA,PRIMARY,42.35,-72.71,NA-US-MA-LEEDS,FALSE,895,1407,34015029,38005.61899
10530,STANDARD,HARTSDALE,NY,PRIMARY,41.02,-73.8,NA-US-NY-HARTSDALE,FALSE,7145,11513,514226517,71970.12134
10532,STANDARD,HAWTHORNE,NY,PRIMARY,41.1,-73.79,NA-US-NY-HAWTHORNE,FALSE,2635,4643,164888460,62576.26565
10533,STANDARD,IRVINGTON,NY,PRIMARY,41.03,-73.86,NA-US-NY-IRVINGTON,FALSE,3793,6867,509565760,134343.7279
10535,STANDARD,JEFFERSON VALLEY,NY,PRIMARY,41.33,-73.79,NA-US-NY-JEFFERSON VALLEY,FALSE,367,638,17503457,47693.34332
10536,STANDARD,KATONAH,NY,PRIMARY,41.26,-73.68,NA-US-NY-KATONAH,FALSE,5294,9794,672993387,127123.7981
10537,STANDARD,LAKE PEEKSKILL,NY,PRIMARY,41.33,-73.88,NA-US-NY-LAKE PEEKSKILL,FALSE,1218,2112,59745255,49051.9335
10538,STANDARD,LARCHMONT,NY,PRIMARY,40.92,-73.75,NA-US-NY-LARCHMONT,FALSE,8397,15315,1432405510,170585.3888
1054,STANDARD,LEVERETT,MA,PRIMARY,42.45,-72.5,NA-US-MA-LEVERETT,FALSE,968,1620,41254068,42617.83884
10540,PO BOX,LINCOLNDALE,NY,PRIMARY,41.3,-73.71,NA-US-NY-LINCOLNDALE,FALSE,335,595,21409283,63908.30746
10541,STANDARD,MAHOPAC,NY,PRIMARY,41.36,-73.74,NA-US-NY-MAHOPAC,FALSE,11977,21933,734134665,61295.37155
10542,PO BOX,MAHOPAC FALLS,NY,PRIMARY,41.36,-73.73,NA-US-NY-MAHOPAC FALLS,FALSE,279,454,11945680,42816.05735
10543,STANDARD,MAMARONECK,NY,PRIMARY,40.93,-73.72,NA-US-NY-MAMARONECK,FALSE,9411,16242,804728021,85509.29986
10545,PO BOX,MARYKNOLL,NY,PRIMARY,41.17,-73.83,NA-US-NY-MARYKNOLL,FALSE,,,,#DIV/0!
10546,STANDARD,MILLWOOD,NY,PRIMARY,41.19,-73.79,NA-US-NY-MILLWOOD,FALSE,754,1370,79599170,105569.191
10547,STANDARD,MOHEGAN LAKE,NY,PRIMARY,41.31,-73.84,NA-US-NY-MOHEGAN LAKE,FALSE,3425,6139,204201847,59620.97723
10548,STANDARD,MONTROSE,NY,PRIMARY,41.24,-73.94,NA-US-NY-MONTROSE,FALSE,1473,2607,91164579,61890.41344
10549,STANDARD,MOUNT KISCO,NY,PRIMARY,41.2,-73.73,NA-US-NY-MOUNT KISCO,FALSE,8010,13969,772124804,96395.10662
10550,STANDARD,MOUNT VERNON,NY,PRIMARY,40.91,-73.82,NA-US-NY-MOUNT VERNON,FALSE,16411,26875,517544332,31536.42874
10551,PO BOX,MOUNT VERNON,NY,PRIMARY,40.91,-73.82,NA-US-NY-MOUNT VERNON,FALSE,434,640,13969429,32187.62442
10552,STANDARD,MOUNT VERNON,NY,PRIMARY,40.91,-73.82,NA-US-NY-MOUNT VERNON,FALSE,10238,16046,555930538,54300.69721
10553,STANDARD,MOUNT VERNON,NY,PRIMARY,40.91,-73.82,NA-US-NY-MOUNT VERNON,FALSE,5294,8512,209161049,39509.07612
10557,UNIQUE,MOUNT VERNON,NY,PRIMARY,40.9,-73.82,NA-US-NY-MOUNT VERNON,TRUE,,,,#DIV/0!
10558,UNIQUE,MOUNT VERNON,NY,PRIMARY,40.9,-73.82,NA-US-NY-MOUNT VERNON,TRUE,,,,#DIV/0!
1056,STANDARD,LUDLOW,MA,PRIMARY,42.16,-72.48,NA-US-MA-LUDLOW,FALSE,10152,17529,404031435,39798.2107
10560,STANDARD,NORTH SALEM,NY,PRIMARY,41.33,-73.59,NA-US-NY-NORTH SALEM,FALSE,2123,3819,228080238,107432.9901
10562,STANDARD,OSSINING,NY,PRIMARY,41.15,-73.87,NA-US-NY-OSSINING,FALSE,14310,24284,806876363,56385.49008
10566,STANDARD,PEEKSKILL,NY,PRIMARY,41.28,-73.92,NA-US-NY-PEEKSKILL,FALSE,11500,18979,508348434,44204.21165
10567,STANDARD,CORTLANDT MANOR,NY,PRIMARY,41.3,-73.89,NA-US-NY-CORTLANDT MANOR,FALSE,9211,17127,685636447,74436.70036
1057,STANDARD,MONSON,MA,PRIMARY,42.09,-72.31,NA-US-MA-MONSON,FALSE,4206,7429,180005082,42797.21398
10570,STANDARD,PLEASANTVILLE,NY,PRIMARY,41.13,-73.78,NA-US-NY-PLEASANTVILLE,FALSE,6068,10970,584642468,96348.4621
10571,UNIQUE,PLEASANTVILLE,NY,PRIMARY,41.13,-73.79,NA-US-NY-PLEASANTVILLE,TRUE,,,,#DIV/0!
10572,UNIQUE,PLEASANTVILLE,NY,PRIMARY,41.13,-73.79,NA-US-NY-PLEASANTVILLE,TRUE,,,,#DIV/0!
10573,STANDARD,PORT CHESTER,NY,PRIMARY,41,-73.66,NA-US-NY-PORT CHESTER,FALSE,17624,30334,1069870913,60705.34005
10576,STANDARD,POUND RIDGE,NY,PRIMARY,41.21,-73.57,NA-US-NY-POUND RIDGE,FALSE,2564,4719,401503903,156592.7859
10577,STANDARD,PURCHASE,NY,PRIMARY,41.03,-73.71,NA-US-NY-PURCHASE,FALSE,1838,3132,678219792,368998.7987
10578,STANDARD,PURDYS,NY,PRIMARY,41.31,-73.65,NA-US-NY-PURDYS,FALSE,430,775,30020926,69816.10698
10579,STANDARD,PUTNAM VALLEY,NY,PRIMARY,41.34,-73.87,NA-US-NY-PUTNAM VALLEY,FALSE,4254,7683,273579486,64311.11566
10580,STANDARD,RYE,NY,PRIMARY,40.98,-73.69,NA-US-NY-RYE,FALSE,8215,14988,2121629908,258262.9225
10583,STANDARD,SCARSDALE,NY,PRIMARY,40.98,-73.77,NA-US-NY-SCARSDALE,FALSE,19793,36163,528333370,26692.94043
10587,PO BOX,SHENOROCK,NY,PRIMARY,41.3,-73.71,NA-US-NY-SHENOROCK,FALSE,344,594,16045749,46644.61919
10588,STANDARD,SHRUB OAK,NY,PRIMARY,41.32,-73.82,NA-US-NY-SHRUB OAK,FALSE,1208,2133,66775570,55277.78974
10589,STANDARD,SOMERS,NY,PRIMARY,41.33,-73.69,NA-US-NY-SOMERS,FALSE,4589,7704,272780153,59442.1776
1059,PO BOX,NORTH AMHERST,MA,PRIMARY,42.4,-72.52,NA-US-MA-NORTH AMHERST,FALSE,,,,#DIV/0!
10590,STANDARD,SOUTH SALEM,NY,PRIMARY,41.25,-73.54,NA-US-NY-SOUTH SALEM,FALSE,3259,6110,307398146,94322.8432
10591,STANDARD,TARRYTOWN,NY,PRIMARY,41.06,-73.86,NA-US-NY-TARRYTOWN,FALSE,11312,18812,850690062,75202.44537
10594,STANDARD,THORNWOOD,NY,PRIMARY,41.11,-73.76,NA-US-NY-THORNWOOD,FALSE,2491,4416,170576822,68477.24689
10595,STANDARD,VALHALLA,NY,PRIMARY,41.07,-73.77,NA-US-NY-VALHALLA,FALSE,3277,5730,220628424,67326.34239
10596,PO BOX,VERPLANCK,NY,PRIMARY,41.26,-73.89,NA-US-NY-VERPLANCK,FALSE,875,1481,36422827,41626.088
10597,STANDARD,WACCABUC,NY,PRIMARY,41.29,-73.6,NA-US-NY-WACCABUC,FALSE,519,976,117496832,226390.8131
10598,STANDARD,YORKTOWN HEIGHTS,NY,PRIMARY,41.27,-73.78,NA-US-NY-YORKTOWN HEIGHTS,FALSE,14102,25981,1031538853,73148.40824
1060,STANDARD,NORTHAMPTON,MA,PRIMARY,42.32,-72.67,NA-US-MA-NORTHAMPTON,FALSE,7233,10304,262164257,36245.5768
10601,STANDARD,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,5589,8255,464818384,83166.64591
10602,PO BOX,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,541,826,19730717,36470.82625
10603,STANDARD,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,9301,14937,530196836,57004.28298
10604,STANDARD,WEST HARRISON,NY,PRIMARY,41.05,-73.74,NA-US-NY-WEST HARRISON,FALSE,5360,9286,425417193,79368.87929
10605,STANDARD,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,9916,16733,772692583,77923.81837
10606,STANDARD,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,7601,12643,394889841,51952.35377
10607,STANDARD,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,3765,6475,236597271,62841.24064
1061,PO BOX,NORTHAMPTON,MA,PRIMARY,42.32,-72.67,NA-US-MA-NORTHAMPTON,FALSE,331,423,10230348,30907.39577
10610,PO BOX,WHITE PLAINS,NY,PRIMARY,41.02,-73.75,NA-US-NY-WHITE PLAINS,FALSE,,,,#DIV/0!
1062,STANDARD,FLORENCE,MA,PRIMARY,42.32,-72.67,NA-US-MA-FLORENCE,FALSE,5718,9483,237645187,41560.89314
1063,UNIQUE,NORTHAMPTON,MA,PRIMARY,42.32,-72.67,NA-US-MA-NORTHAMPTON,FALSE,,,,#DIV/0!
1066,PO BOX,NORTH HATFIELD,MA,PRIMARY,42.4,-72.6,NA-US-MA-NORTH HATFIELD,FALSE,,,,#DIV/0!
1068,STANDARD,OAKHAM,MA,PRIMARY,42.35,-72.05,NA-US-MA-OAKHAM,FALSE,1005,1807,47454439,47218.34726
1069,STANDARD,PALMER,MA,PRIMARY,42.16,-72.32,NA-US-MA-PALMER,FALSE,4124,6950,160619305,38947.45514
1070,STANDARD,PLAINFIELD,MA,PRIMARY,42.51,-72.91,NA-US-MA-PLAINFIELD,FALSE,278,467,7972234,28677.10072
10701,STANDARD,YONKERS,NY,PRIMARY,40.94,-73.86,NA-US-NY-YONKERS,FALSE,26369,43733,944660870,35824.67557
10702,STANDARD,YONKERS,NY,PRIMARY,40.94,-73.86,NA-US-NY-YONKERS,FALSE,348,530,11957909,34361.80747
10703,STANDARD,YONKERS,NY,PRIMARY,40.94,-73.86,NA-US-NY-YONKERS,FALSE,9827,16271,393790144,40072.26458
10704,STANDARD,YONKERS,NY,PRIMARY,40.94,-73.86,NA-US-NY-YONKERS,FALSE,15745,25409,706145477,44848.8712
10705,STANDARD,YONKERS,NY,PRIMARY,40.94,-73.86,NA-US-NY-YONKERS,FALSE,16745,28216,584002617,34876.2387
10706,STANDARD,HASTINGS ON HUDSON,NY,PRIMARY,40.98,-73.87,NA-US-NY-HASTINGS ON HUDSON,FALSE,4483,7877,393317929,87735.42918
10707,STANDARD,TUCKAHOE,NY,PRIMARY,40.95,-73.82,NA-US-NY-TUCKAHOE,FALSE,4868,8325,349744523,71845.62921
10708,STANDARD,BRONXVILLE,NY,PRIMARY,40.93,-73.82,NA-US-NY-BRONXVILLE,FALSE,11530,18761,1494435399,129612.784
10709,STANDARD,EASTCHESTER,NY,PRIMARY,40.95,-73.8,NA-US-NY-EASTCHESTER,FALSE,4711,8242,361619099,76760.58141
1071,STANDARD,RUSSELL,MA,PRIMARY,42.18,-72.85,NA-US-MA-RUSSELL,FALSE,780,1376,33141462,42489.05385
10710,STANDARD,YONKERS,NY,PRIMARY,40.94,-73.86,NA-US-NY-YONKERS,FALSE,13467,22379,700450402,52012.35628
1072,STANDARD,SHUTESBURY,MA,PRIMARY,42.45,-72.4,NA-US-MA-SHUTESBURY,FALSE,729,1269,27771397,38095.19479
1073,STANDARD,SOUTHAMPTON,MA,PRIMARY,42.23,-72.73,NA-US-MA-SOUTHAMPTON,FALSE,3043,5385,147755801,48555.96484
1074,PO BOX,SOUTH BARRE,MA,PRIMARY,42.38,-72.09,NA-US-MA-SOUTH BARRE,FALSE,311,525,9853674,31683.83923
1075,STANDARD,SOUTH HADLEY,MA,PRIMARY,42.26,-72.56,NA-US-MA-SOUTH HADLEY,FALSE,8670,14184,350679905,40447.50923
1077,STANDARD,SOUTHWICK,MA,PRIMARY,42.05,-72.76,NA-US-MA-SOUTHWICK,FALSE,4912,8567,237666692,48384.91287
1079,PO BOX,THORNDIKE,MA,PRIMARY,42.18,-72.33,NA-US-MA-THORNDIKE,FALSE,470,766,14912149,31727.9766
1080,STANDARD,THREE RIVERS,MA,PRIMARY,42.18,-72.37,NA-US-MA-THREE RIVERS,FALSE,1168,1888,35086899,30040.15325
10801,STANDARD,NEW ROCHELLE,NY,PRIMARY,40.92,-73.77,NA-US-NY-NEW ROCHELLE,FALSE,17269,29299,827407070,47912.85367
10802,PO BOX,NEW ROCHELLE,NY,PRIMARY,40.92,-73.77,NA-US-NY-NEW ROCHELLE,FALSE,294,459,10470609,35614.31633
10803,STANDARD,PELHAM,NY,PRIMARY,40.91,-73.8,NA-US-NY-PELHAM,FALSE,6020,11015,734596576,122026.0093
10804,STANDARD,NEW ROCHELLE,NY,PRIMARY,40.94,-73.78,NA-US-NY-NEW ROCHELLE,FALSE,7353,13257,842946805,114639.8484
10805,STANDARD,NEW ROCHELLE,NY,PRIMARY,40.92,-73.77,NA-US-NY-NEW ROCHELLE,FALSE,8742,13977,414885447,47458.87062
1081,STANDARD,WALES,MA,PRIMARY,42.06,-72.21,NA-US-MA-WALES,FALSE,850,1491,33870007,39847.06706
1082,STANDARD,WARE,MA,PRIMARY,42.25,-72.24,NA-US-MA-WARE,FALSE,5011,8509,182099561,36339.96428
1083,PO BOX,WARREN,MA,PRIMARY,42.21,-72.19,NA-US-MA-WARREN,FALSE,1460,2519,51554337,35311.18973
1084,STANDARD,WEST CHESTERFIELD,MA,PRIMARY,42.41,-72.87,NA-US-MA-WEST CHESTERFIELD,FALSE,,,,#DIV/0!
1085,STANDARD,WESTFIELD,MA,PRIMARY,42.13,-72.75,NA-US-MA-WESTFIELD,FALSE,18882,32344,785248422,41587.14236
1086,PO BOX,WESTFIELD,MA,PRIMARY,42.13,-72.75,NA-US-MA-WESTFIELD,FALSE,438,664,12889710,29428.56164
1088,STANDARD,WEST HATFIELD,MA,PRIMARY,42.39,-72.64,NA-US-MA-WEST HATFIELD,FALSE,297,458,11050674,37207.65657
1089,STANDARD,WEST SPRINGFIELD,MA,PRIMARY,42.12,-72.65,NA-US-MA-WEST SPRINGFIELD,FALSE,14022,23043,521695821,37205.52139
1090,PO BOX,WEST SPRINGFIELD,MA,PRIMARY,42.12,-72.65,NA-US-MA-WEST SPRINGFIELD,FALSE,266,404,8342507,31362.80827
10901,STANDARD,SUFFERN,NY,PRIMARY,41.11,-74.14,NA-US-NY-SUFFERN,FALSE,11360,19926,753862348,66361.12218
10910,PO BOX,ARDEN,NY,PRIMARY,41.22,-74.18,NA-US-NY-ARDEN,FALSE,,,,#DIV/0!
10911,STANDARD,BEAR MOUNTAIN,NY,PRIMARY,41.3,-73.99,NA-US-NY-BEAR MOUNTAIN,FALSE,,,,#DIV/0!
10912,PO BOX,BELLVALE,NY,PRIMARY,41.25,-74.34,NA-US-NY-BELLVALE,FALSE,,,,#DIV/0!
10913,STANDARD,BLAUVELT,NY,PRIMARY,41.06,-73.95,NA-US-NY-BLAUVELT,FALSE,2595,4717,204381557,78759.75222
10914,PO BOX,BLOOMING GROVE,NY,PRIMARY,41.35,-74.19,NA-US-NY-BLOOMING GROVE,FALSE,358,642,20147406,56277.67039
10915,PO BOX,BULLVILLE,NY,PRIMARY,41.58,-74.29,NA-US-NY-BULLVILLE,FALSE,,,,#DIV/0!
10916,STANDARD,CAMPBELL HALL,NY,PRIMARY,41.44,-74.25,NA-US-NY-CAMPBELL HALL,FALSE,2124,3925,129105994,60784.36629
10917,STANDARD,CENTRAL VALLEY,NY,PRIMARY,41.32,-74.12,NA-US-NY-CENTRAL VALLEY,FALSE,1010,1795,59693385,59102.36139
10918,STANDARD,CHESTER,NY,PRIMARY,41.35,-74.27,NA-US-NY-CHESTER,FALSE,5219,9445,301440542,57758.29508
10919,STANDARD,CIRCLEVILLE,NY,PRIMARY,41.52,-74.38,NA-US-NY-CIRCLEVILLE,FALSE,573,1027,28078108,49001.93368
1092,PO BOX,WEST WARREN,MA,PRIMARY,42.2,-72.2,NA-US-MA-WEST WARREN,FALSE,611,1063,21706065,35525.47463
10920,STANDARD,CONGERS,NY,PRIMARY,41.14,-73.94,NA-US-NY-CONGERS,FALSE,4308,7748,269401250,62535.1091
10921,STANDARD,FLORIDA,NY,PRIMARY,41.33,-74.35,NA-US-NY-FLORIDA,FALSE,2033,3677,107122572,52691.87014
10922,PO BOX,FORT MONTGOMERY,NY,PRIMARY,41.33,-73.98,NA-US-NY-FORT MONTGOMERY,FALSE,777,1363,41350326,53217.92278
10923,STANDARD,GARNERVILLE,NY,PRIMARY,41.2,-74,NA-US-NY-GARNERVILLE,FALSE,4491,7608,205577816,45775.51013
10924,STANDARD,GOSHEN,NY,PRIMARY,41.4,-74.32,NA-US-NY-GOSHEN,FALSE,5825,10360,322337718,55336.9473
10925,STANDARD,GREENWOOD LAKE,NY,PRIMARY,41.22,-74.28,NA-US-NY-GREENWOOD LAKE,FALSE,2533,4306,126281090,49854.35847
10926,STANDARD,HARRIMAN,NY,PRIMARY,41.3,-74.14,NA-US-NY-HARRIMAN,FALSE,1885,3202,102253288,54245.77613
10927,STANDARD,HAVERSTRAW,NY,PRIMARY,41.18,-73.95,NA-US-NY-HAVERSTRAW,FALSE,5475,9010,169756212,31005.70082
10928,STANDARD,HIGHLAND FALLS,NY,PRIMARY,41.36,-73.96,NA-US-NY-HIGHLAND FALLS,FALSE,2225,3618,91756852,41239.03461
1093,PO BOX,WHATELY,MA,PRIMARY,42.45,-72.61,NA-US-MA-WHATELY,FALSE,292,476,12920746,44249.13014
10930,STANDARD,HIGHLAND MILLS,NY,PRIMARY,41.35,-74.12,NA-US-NY-HIGHLAND MILLS,FALSE,4153,7893,283230231,68198.94799
10931,STANDARD,HILLBURN,NY,PRIMARY,41.12,-74.17,NA-US-NY-HILLBURN,FALSE,477,780,19599559,41089.22222
10932,PO BOX,HOWELLS,NY,PRIMARY,41.5,-74.38,NA-US-NY-HOWELLS,FALSE,,,,#DIV/0!
10933,PO BOX,JOHNSON,NY,PRIMARY,41.33,-74.53,NA-US-NY-JOHNSON,FALSE,272,512,13129743,48271.11397
1094,PO BOX,WHEELWRIGHT,MA,PRIMARY,42.35,-72.14,NA-US-MA-WHEELWRIGHT,FALSE,,,,#DIV/0!
10940,STANDARD,MIDDLETOWN,NY,PRIMARY,41.44,-74.42,NA-US-NY-MIDDLETOWN,FALSE,21255,36707,830370128,39067.04907
10941,STANDARD,MIDDLETOWN,NY,PRIMARY,41.44,-74.42,NA-US-NY-MIDDLETOWN,FALSE,6539,11451,299545279,45809.03487
10943,UNIQUE,MIDDLETOWN,NY,PRIMARY,41.44,-74.42,NA-US-NY-MIDDLETOWN,TRUE,,,,#DIV/0!
